RANGO;NUMEROS PRIMOS;DURACION
5442000000-5443000000;44589;2.45196
5443000000-5444000000;44589;2.80238
5444000000-5445000000;44533;2.77359
5445000000-5446000000;44629;2.44901
5446000000-5447000000;44703;2.46125
5447000000-5448000000;44752;2.47223
5448000000-5449000000;44438;2.45921
5449000000-5450000000;44718;2.47659
5450000000-5451000000;44644;2.4731
5451000000-5452000000;44649;2.49326
5452000000-5453000000;44474;2.45727
5453000000-5454000000;44690;2.44043
5454000000-5455000000;44680;2.44887
5455000000-5456000000;44565;2.45948
5456000000-5457000000;44618;2.46329
5457000000-5458000000;44694;2.62495
5458000000-5459000000;44692;2.47979
5459000000-5460000000;44810;2.48165
5460000000-5461000000;44670;2.50525
5461000000-5462000000;44690;2.44833
5462000000-5463000000;44496;2.46906
5463000000-5464000000;44587;2.47842
5464000000-5465000000;44626;2.50009
5465000000-5466000000;44479;2.48899
5466000000-5467000000;44463;2.49377
5467000000-5468000000;44636;2.51552
5468000000-5469000000;44588;2.61704
5469000000-5470000000;44523;2.94433
5470000000-5471000000;44631;2.45048
5471000000-5472000000;44737;2.45647
5472000000-5473000000;44759;2.46734
5473000000-5474000000;44642;2.49516
5474000000-5475000000;44663;2.46447
5475000000-5476000000;44558;2.48253
5476000000-5477000000;44576;2.48945
5477000000-5478000000;44570;2.48699
5478000000-5479000000;44632;2.45408
5479000000-5480000000;44411;2.48461
5480000000-5481000000;44462;2.47862
5481000000-5482000000;44465;2.50778
5482000000-5483000000;44446;2.474
5483000000-5484000000;44562;2.49546
5484000000-5485000000;44528;2.50674
5485000000-5486000000;44826;2.52895
5486000000-5487000000;44338;2.46669
5487000000-5488000000;44693;2.47912
5488000000-5489000000;44755;2.48353
5489000000-5490000000;44521;2.49619
5490000000-5491000000;44539;2.49401
5491000000-5492000000;44548;2.50343
5492000000-5493000000;44691;2.50852
5493000000-5494000000;44759;2.52297
5494000000-5495000000;44728;3.01555
5495000000-5496000000;44411;2.57406
5496000000-5497000000;44695;2.50845
5497000000-5498000000;44439;2.52199
5498000000-5499000000;44441;2.52227
5499000000-5500000000;44597;2.50997
5500000000-5501000000;44588;2.53397
5501000000-5502000000;44561;2.52736
5502000000-5503000000;44663;2.54289
5503000000-5504000000;44574;2.39758
5504000000-5505000000;44369;2.41987
5505000000-5506000000;44509;2.60129
5506000000-5507000000;44605;2.44454
5507000000-5508000000;44631;2.42333
5508000000-5509000000;44799;2.45166
5509000000-5510000000;44502;2.45378
5510000000-5511000000;44537;2.46951
5511000000-5512000000;44495;2.44159
5512000000-5513000000;44638;2.44885
5513000000-5514000000;44479;2.44722
5514000000-5515000000;44589;2.46968
5515000000-5516000000;44716;2.47087
5516000000-5517000000;44596;2.46127
5517000000-5518000000;44664;2.48002
5518000000-5519000000;44413;2.49691
5519000000-5520000000;44439;2.77983
5520000000-5521000000;44717;2.70904
5521000000-5522000000;44524;2.45122
5522000000-5523000000;44725;2.45473
5523000000-5524000000;44478;2.47289
5524000000-5525000000;44548;2.46762
5525000000-5526000000;44273;2.47387
5526000000-5527000000;44717;2.48432
5527000000-5528000000;44576;2.50183
5528000000-5529000000;44417;2.4518
5529000000-5530000000;44614;2.47268
5530000000-5531000000;44581;2.47788
5531000000-5532000000;44735;2.49757
5532000000-5533000000;44321;2.47584
5533000000-5534000000;44354;2.49548
5534000000-5535000000;44601;2.49659
5535000000-5536000000;44617;2.51853
5536000000-5537000000;44625;2.4713
5537000000-5538000000;44546;2.43178
5538000000-5539000000;44767;2.45213
5539000000-5540000000;44749;2.46822
5540000000-5541000000;44498;2.46476
5541000000-5542000000;44465;2.45441
5542000000-5543000000;44741;2.50078
5543000000-5544000000;44642;2.48297
5544000000-5545000000;44564;2.60575
5545000000-5546000000;44445;2.93309
5546000000-5547000000;44438;2.47584
5547000000-5548000000;44456;2.47482
5548000000-5549000000;44732;2.50337
5549000000-5550000000;44359;2.47317
5550000000-5551000000;44727;2.50645
5551000000-5552000000;44720;2.51683
5552000000-5553000000;44683;2.52598
5553000000-5554000000;44560;2.61446
5554000000-5555000000;44370;2.56396
5555000000-5556000000;44673;2.47702
5556000000-5557000000;44772;2.49541
5557000000-5558000000;44568;2.49041
5558000000-5559000000;44583;2.4879
5559000000-5560000000;44538;2.50578
5560000000-5561000000;44686;2.51403
5561000000-5562000000;44612;2.50691
5562000000-5563000000;44702;2.49142
5563000000-5564000000;44533;2.508
5564000000-5565000000;44601;2.50272
5565000000-5566000000;44355;2.5369
5566000000-5567000000;44528;2.50259
5567000000-5568000000;44377;2.52555
5568000000-5569000000;44538;2.53162
5569000000-5570000000;44686;2.61439
5570000000-5571000000;44565;2.90747
5571000000-5572000000;44462;2.46932
5572000000-5573000000;44767;2.45676
5573000000-5574000000;44624;2.47885
5574000000-5575000000;44540;2.46597
5575000000-5576000000;44522;2.48049
5576000000-5577000000;44619;2.48026
5577000000-5578000000;44497;2.50161
5578000000-5579000000;44609;2.48023
5579000000-5580000000;44677;2.46723
5580000000-5581000000;44742;2.47883
5581000000-5582000000;44558;2.49298
5582000000-5583000000;44573;2.497
5583000000-5584000000;44620;2.49517
5584000000-5585000000;44509;2.5046
5585000000-5586000000;44635;2.52174
5586000000-5587000000;44411;2.50746
5587000000-5588000000;44641;2.55714
5588000000-5589000000;44539;2.67342
5589000000-5590000000;44677;3.41354
5590000000-5591000000;44495;3.14327
5591000000-5592000000;44503;3.09916
5592000000-5593000000;44409;3.43823
5593000000-5594000000;44604;3.83181
5594000000-5595000000;44622;4.28767
5595000000-5596000000;44703;2.5927
5596000000-5597000000;44554;2.57117
5597000000-5598000000;44516;2.54666
5598000000-5599000000;44625;2.98064
5599000000-5600000000;44522;3.06007
5600000000-5601000000;44589;2.65926
5601000000-5602000000;44591;2.71511
5602000000-5603000000;44245;2.77589
5603000000-5604000000;44700;2.73647
5604000000-5605000000;44600;2.65605
5605000000-5606000000;44507;2.72713
5606000000-5607000000;44671;2.7566
5607000000-5608000000;44616;2.71966
5608000000-5609000000;44496;2.70366
5609000000-5610000000;44469;2.72274
5610000000-5611000000;44612;2.74768
5611000000-5612000000;44545;2.77835
5612000000-5613000000;44562;2.77321
5613000000-5614000000;44760;2.86578
5614000000-5615000000;44561;2.74482
5615000000-5616000000;44730;2.96895
5616000000-5617000000;44393;2.84253
5617000000-5618000000;44479;3.00016
5618000000-5619000000;44642;3.20228
5619000000-5620000000;44574;3.5752
5620000000-5621000000;44653;3.2282
5621000000-5622000000;44644;2.82254
5622000000-5623000000;44478;2.85642
5623000000-5624000000;44587;2.84809
5624000000-5625000000;44354;2.84081
5625000000-5626000000;44490;2.85713
5626000000-5627000000;44718;2.9078
5627000000-5628000000;44501;3.32654
5628000000-5629000000;44608;3.17075
5629000000-5630000000;44576;2.86778
5630000000-5631000000;44474;2.94208
5631000000-5632000000;44348;2.85252
5632000000-5633000000;44503;2.91596
5633000000-5634000000;44503;2.86758
5634000000-5635000000;44679;2.98416
5635000000-5636000000;44548;2.9893
5636000000-5637000000;44527;2.91768
5637000000-5638000000;44273;3.32053
5638000000-5639000000;44782;3.32669
5639000000-5640000000;44628;2.72764
5640000000-5641000000;44612;2.86645
5641000000-5642000000;44581;2.80511
5642000000-5643000000;44422;2.72126
5643000000-5644000000;44820;2.77096
5644000000-5645000000;44520;2.90297
5645000000-5646000000;44513;3.06825
5646000000-5647000000;44456;2.89415
5647000000-5648000000;44527;2.86947
5648000000-5649000000;44482;2.76458
5649000000-5650000000;44659;3.04361
5650000000-5651000000;44265;2.80427
5651000000-5652000000;44499;2.87043
5652000000-5653000000;44631;2.85448
5653000000-5654000000;44505;3.18791
5654000000-5655000000;44433;3.04647
5655000000-5656000000;44436;2.9236
5656000000-5657000000;44616;2.84325
5657000000-5658000000;44656;2.87759
5658000000-5659000000;44373;2.84268
5659000000-5660000000;44635;3.05578
5660000000-5661000000;44548;3.18111
5661000000-5662000000;44497;2.84968
5662000000-5663000000;44537;2.88508
5663000000-5664000000;44566;2.60209
5664000000-5665000000;44583;2.59717
5665000000-5666000000;44606;2.75683
5666000000-5667000000;44700;2.7672
5667000000-5668000000;44485;3.14346
5668000000-5669000000;44853;2.99858
5669000000-5670000000;44435;3.41725
5670000000-5671000000;44398;2.64475
5671000000-5672000000;44513;2.535
5672000000-5673000000;44519;2.55706
5673000000-5674000000;44680;2.65545
5674000000-5675000000;44419;2.58477
5675000000-5676000000;44580;2.58258
5676000000-5677000000;44574;2.99004
5677000000-5678000000;44680;2.67655
5678000000-5679000000;44624;2.59766
5679000000-5680000000;44599;2.57339
5680000000-5681000000;44564;3.03872
5681000000-5682000000;44640;2.76559
5682000000-5683000000;44417;3.06593
5683000000-5684000000;44744;3.61722
5684000000-5685000000;44506;3.06278
5685000000-5686000000;44568;2.77865
5686000000-5687000000;44524;2.78289
5687000000-5688000000;44478;2.72968
5688000000-5689000000;44473;3.06951
5689000000-5690000000;44313;2.96794
5690000000-5691000000;44591;2.81645
5691000000-5692000000;44422;2.74165
5692000000-5693000000;44559;2.89614
5693000000-5694000000;44545;3.08624
5694000000-5695000000;44637;2.65912
5695000000-5696000000;44499;3.20022
5696000000-5697000000;44471;2.68735
5697000000-5698000000;44388;2.65678
5698000000-5699000000;44519;2.64619
5699000000-5700000000;44319;2.65617
5700000000-5701000000;44369;2.68047
5701000000-5702000000;44411;2.81242
5702000000-5703000000;44511;2.83739
5703000000-5704000000;44555;2.97138
5704000000-5705000000;44499;3.19848
5705000000-5706000000;44710;3.54096
5706000000-5707000000;44624;3.24547
5707000000-5708000000;44530;3.02106
5708000000-5709000000;44542;3.16033
5709000000-5710000000;44454;3.42679
5710000000-5711000000;44659;3.93949
5711000000-5712000000;44584;2.95797
5712000000-5713000000;44336;3.17017
5713000000-5714000000;44386;3.83353
5714000000-5715000000;44552;2.98451
5715000000-5716000000;44381;3.07285
5716000000-5717000000;44629;2.91403
5717000000-5718000000;44646;3.5284
5718000000-5719000000;44543;3.2631
5719000000-5720000000;44795;2.83465
5720000000-5721000000;44156;3.04032
5721000000-5722000000;44649;3.19649
5722000000-5723000000;44291;3.08098
5723000000-5724000000;44389;3.41639
5724000000-5725000000;44624;3.02486
5725000000-5726000000;44321;2.89412
5726000000-5727000000;44729;2.87673
5727000000-5728000000;44521;3.2054
5728000000-5729000000;44411;3.63091
5729000000-5730000000;44526;3.09589
5730000000-5731000000;44479;3.14002
5731000000-5732000000;44258;3.20706
5732000000-5733000000;44587;3.13534
5733000000-5734000000;44765;2.86041
5734000000-5735000000;44516;2.9981
5735000000-5736000000;44552;3.2201
5736000000-5737000000;44413;3.0554
5737000000-5738000000;44381;3.01878
5738000000-5739000000;44618;2.91133
5739000000-5740000000;44557;2.9947
5740000000-5741000000;44704;2.96179
5741000000-5742000000;44441;2.97237
5742000000-5743000000;44558;2.90131
5743000000-5744000000;44525;2.90726
5744000000-5745000000;44474;2.94606
5745000000-5746000000;44533;2.97642
5746000000-5747000000;44510;2.91862
5747000000-5748000000;44470;3.13318
5748000000-5749000000;44561;3.22927
5749000000-5750000000;44392;3.08717
5750000000-5751000000;44520;3.71852
5751000000-5752000000;44414;3.6549
5752000000-5753000000;44423;3.98124
5753000000-5754000000;44676;3.47371
5754000000-5755000000;44507;3.09651
5755000000-5756000000;44415;3.48881
5756000000-5757000000;44478;3.65712
5757000000-5758000000;44444;3.04103
5758000000-5759000000;44482;2.98517
5759000000-5760000000;44362;2.98616
5760000000-5761000000;44527;3.03574
5761000000-5762000000;44573;3.45406
5762000000-5763000000;44647;3.49143
5763000000-5764000000;44484;3.46659
5764000000-5765000000;44250;3.39407
5765000000-5766000000;44403;2.99555
5766000000-5767000000;44519;3.34498
5767000000-5768000000;44605;3.13043
5768000000-5769000000;44531;3.14508
5769000000-5770000000;44403;3.72744
5770000000-5771000000;44451;3.52861
5771000000-5772000000;44366;3.52593
5772000000-5773000000;44493;2.88324
5773000000-5774000000;44369;2.85131
5774000000-5775000000;44418;2.83737
5775000000-5776000000;44569;3.00383
5776000000-5777000000;44532;3.07962
5777000000-5778000000;44633;3.21718
5778000000-5779000000;44651;3.04661
5779000000-5780000000;44396;3.06223
5780000000-5781000000;44241;2.99677
5781000000-5782000000;44562;3.16314
5782000000-5783000000;44444;2.93614
5783000000-5784000000;44385;3.0069
5784000000-5785000000;44485;3.09729
5785000000-5786000000;44450;2.97504
5786000000-5787000000;44425;3.18823
5787000000-5788000000;44379;3.18972
5788000000-5789000000;44698;2.97156
5789000000-5790000000;44469;3.03841
5790000000-5791000000;44413;3.24099
5791000000-5792000000;44459;3.2888
5792000000-5793000000;44334;3.01547
5793000000-5794000000;44292;3.02563
5794000000-5795000000;44605;3.02065
5795000000-5796000000;44429;2.99198
5796000000-5797000000;44631;2.99413
5797000000-5798000000;44274;2.98231
5798000000-5799000000;44604;2.95064
5799000000-5800000000;44511;3.25303
5800000000-5801000000;44626;3.22927
5801000000-5802000000;44540;3.13281
5802000000-5803000000;44555;3.19041
5803000000-5804000000;44466;2.79532
5804000000-5805000000;44411;2.99753
5805000000-5806000000;44291;2.97869
5806000000-5807000000;44629;3.36809
5807000000-5808000000;44550;3.11168
5808000000-5809000000;44425;2.96783
5809000000-5810000000;44385;2.75864
5810000000-5811000000;44642;2.83306
5811000000-5812000000;44440;3.18864
5812000000-5813000000;44351;3.08664
5813000000-5814000000;44473;3.08496
5814000000-5815000000;44499;4.19141
5815000000-5816000000;44496;5.62308
5816000000-5817000000;44518;4.19725
5817000000-5818000000;44451;3.47623
5818000000-5819000000;44457;2.99187
5819000000-5820000000;44427;2.712
5820000000-5821000000;44549;2.79216
5821000000-5822000000;44592;2.69176
5822000000-5823000000;44213;2.61409
5823000000-5824000000;44423;2.72258
5824000000-5825000000;44562;2.66476
5825000000-5826000000;44491;2.67041
5826000000-5827000000;44372;2.63833
5827000000-5828000000;44555;2.66579
5828000000-5829000000;44452;2.66628
5829000000-5830000000;44343;2.9317
5830000000-5831000000;44425;2.88929
5831000000-5832000000;44618;2.92908
5832000000-5833000000;44386;3.16919
5833000000-5834000000;44723;2.79515
5834000000-5835000000;44322;2.7251
5835000000-5836000000;44548;2.74499
5836000000-5837000000;44587;2.78528
5837000000-5838000000;44457;2.81498
5838000000-5839000000;44643;2.77222
5839000000-5840000000;44283;2.81682
5840000000-5841000000;44541;2.66196
5841000000-5842000000;44353;2.66258
5842000000-5843000000;44289;2.78039
5843000000-5844000000;44294;2.65832
5844000000-5845000000;44374;2.66403
5845000000-5846000000;44545;2.70406
5846000000-5847000000;44425;2.72374
5847000000-5848000000;44556;2.68551
5848000000-5849000000;44573;2.86607
5849000000-5850000000;44519;2.93917
5850000000-5851000000;44402;2.91295
5851000000-5852000000;44608;3.2553
5852000000-5853000000;44172;2.82549
5853000000-5854000000;44468;2.85554
5854000000-5855000000;44273;3.32852
5855000000-5856000000;44482;3.23486
5856000000-5857000000;44346;2.92626
5857000000-5858000000;44653;2.87363
5858000000-5859000000;44429;3.12549
5859000000-5860000000;44665;2.98502
5860000000-5861000000;44606;2.96343
5861000000-5862000000;44403;2.84717
5862000000-5863000000;44364;2.91518
5863000000-5864000000;44464;2.8031
5864000000-5865000000;44407;2.79674
5865000000-5866000000;44584;2.75017
5866000000-5867000000;44530;2.69509
5867000000-5868000000;44340;2.74891
5868000000-5869000000;44471;2.82252
5869000000-5870000000;44578;2.89925
5870000000-5871000000;44463;4.0946
5871000000-5872000000;44410;4.07756
5872000000-5873000000;44691;4.34198
5873000000-5874000000;44582;4.10268
5874000000-5875000000;44475;4.70443
5875000000-5876000000;44531;3.95515
5876000000-5877000000;44447;3.08098
5877000000-5878000000;44410;2.8785
5878000000-5879000000;44396;2.96299
5879000000-5880000000;44547;2.99073
5880000000-5881000000;44286;2.91221
5881000000-5882000000;44368;2.78642
5882000000-5883000000;44422;2.79651
5883000000-5884000000;44430;2.9636
5884000000-5885000000;44415;3.02676
5885000000-5886000000;44338;3.00457
5886000000-5887000000;44245;3.02761
5887000000-5888000000;44543;3.09042
5888000000-5889000000;44434;3.11553
5889000000-5890000000;44368;3.09898
5890000000-5891000000;44532;3.36366
5891000000-5892000000;44477;3.00166
5892000000-5893000000;44600;2.96273
5893000000-5894000000;44451;2.79671
5894000000-5895000000;44453;3.6648
5895000000-5896000000;44342;3.1712
5896000000-5897000000;44520;2.99244
5897000000-5898000000;44350;2.75675
5898000000-5899000000;44351;3.23831
5899000000-5900000000;44232;4.03119
5900000000-5901000000;44576;3.06586
5901000000-5902000000;44219;2.88358
5902000000-5903000000;44489;2.89925
5903000000-5904000000;44370;2.97704
5904000000-5905000000;44684;3.03177
5905000000-5906000000;44421;2.83596
5906000000-5907000000;44575;3.02349
5907000000-5908000000;44514;2.81938
5908000000-5909000000;44577;2.64952
5909000000-5910000000;44457;2.59014
5910000000-5911000000;44298;2.62574
5911000000-5912000000;44463;2.63723
5912000000-5913000000;44363;2.68875
5913000000-5914000000;44272;2.76452
5914000000-5915000000;44246;2.61251
5915000000-5916000000;44452;2.67208
5916000000-5917000000;44465;2.78658
5917000000-5918000000;44420;2.99837
5918000000-5919000000;44627;2.95392
5919000000-5920000000;44373;2.89786
5920000000-5921000000;44390;2.85303
5921000000-5922000000;44472;3.32144
5922000000-5923000000;44283;2.9054
5923000000-5924000000;44404;2.69768
5924000000-5925000000;44420;2.70725
5925000000-5926000000;44472;2.68263
5926000000-5927000000;44553;2.72236
5927000000-5928000000;44569;2.83571
5928000000-5929000000;44355;2.7833
5929000000-5930000000;44548;2.86805
5930000000-5931000000;44431;2.72018
5931000000-5932000000;44367;2.65086
5932000000-5933000000;44713;2.90834
5933000000-5934000000;44301;2.91848
5934000000-5935000000;44549;2.95042
5935000000-5936000000;44385;2.67654
5936000000-5937000000;44310;2.67547
5937000000-5938000000;44469;2.73406
5938000000-5939000000;44274;2.89542
5939000000-5940000000;44584;3.19388
5940000000-5941000000;44183;2.96637
5941000000-5942000000;44763;3.19721
5942000000-5943000000;44396;2.83384
5943000000-5944000000;44287;2.70827
5944000000-5945000000;44461;3.38568
5945000000-5946000000;44587;3.25193
5946000000-5947000000;44388;2.8065
5947000000-5948000000;44436;2.87738
5948000000-5949000000;44285;2.76961
5949000000-5950000000;44571;2.9717
5950000000-5951000000;44273;3.17416
5951000000-5952000000;44284;3.33797
5952000000-5953000000;44156;2.95194
5953000000-5954000000;44434;2.83226
5954000000-5955000000;44604;3.02333
5955000000-5956000000;44570;3.07696
5956000000-5957000000;44564;3.12857
5957000000-5958000000;44403;2.903
5958000000-5959000000;44470;2.97772
5959000000-5960000000;44489;3.00679
5960000000-5961000000;44169;3.11666
5961000000-5962000000;44426;3.12591
5962000000-5963000000;44403;2.92093
5963000000-5964000000;44568;2.68652
5964000000-5965000000;44164;2.74297
5965000000-5966000000;44621;2.89571
5966000000-5967000000;44580;2.9184
5967000000-5968000000;44365;3.41677
5968000000-5969000000;44421;2.98613
5969000000-5970000000;44407;2.78261
5970000000-5971000000;44501;2.99333
5971000000-5972000000;44327;2.98152
5972000000-5973000000;44496;3.01783
5973000000-5974000000;44464;2.82173
5974000000-5975000000;44410;2.71888
5975000000-5976000000;44460;2.66775
5976000000-5977000000;44331;2.89976
5977000000-5978000000;44565;3.00396
5978000000-5979000000;44401;2.89712
5979000000-5980000000;44652;3.19719
5980000000-5981000000;44688;2.81038
5981000000-5982000000;44490;2.98588
5982000000-5983000000;44589;2.77329
5983000000-5984000000;44570;2.95763
5984000000-5985000000;44466;3.30854
5985000000-5986000000;44173;3.14078
5986000000-5987000000;44517;3.28122
5987000000-5988000000;44694;2.90238
5988000000-5989000000;44172;2.90645
5989000000-5990000000;44293;2.85101
5990000000-5991000000;44263;2.80664
5991000000-5992000000;44421;3.50244
5992000000-5993000000;44361;2.98953
5993000000-5994000000;44443;2.78517
5994000000-5995000000;44509;2.91324
5995000000-5996000000;44462;2.83195
5996000000-5997000000;44334;2.813
5997000000-5998000000;44494;2.89926
5998000000-5999000000;44391;2.78066
5999000000-6000000000;44442;3.13115
6000000000-6001000000;44332;2.95184
6001000000-6002000000;44281;2.87019
6002000000-6003000000;44307;3.19566
6003000000-6004000000;44458;3.45937
6004000000-6005000000;44641;3.06189
6005000000-6006000000;44252;2.97638
6006000000-6007000000;44244;3.69634
6007000000-6008000000;44634;3.13663
6008000000-6009000000;44459;3.24798
6009000000-6010000000;44522;3.03601
6010000000-6011000000;44508;3.06706
6011000000-6012000000;44492;3.19119
6012000000-6013000000;44184;3.9742
6013000000-6014000000;44329;3.23126
6014000000-6015000000;44480;5.20136
6015000000-6016000000;44363;5.03039
6016000000-6017000000;44371;4.96306
6017000000-6018000000;44341;4.69104
6018000000-6019000000;44320;4.55409
6019000000-6020000000;44308;4.504
6020000000-6021000000;44452;3.24845
6021000000-6022000000;44318;3.18039
6022000000-6023000000;44470;3.71417
6023000000-6024000000;44306;3.33934
6024000000-6025000000;44643;2.84359
6025000000-6026000000;44480;3.05803
6026000000-6027000000;44210;2.91424
6027000000-6028000000;44210;2.8241
6028000000-6029000000;44302;2.97643
6029000000-6030000000;44482;3.6868
6030000000-6031000000;44609;2.92951
6031000000-6032000000;44583;2.68056
6032000000-6033000000;44232;3.03777
6033000000-6034000000;44371;3.09323
6034000000-6035000000;44194;2.93413
6035000000-6036000000;44466;2.82374
6036000000-6037000000;44405;2.71502
6037000000-6038000000;44417;2.87948
6038000000-6039000000;44374;2.68105
6039000000-6040000000;44310;2.71412
6040000000-6041000000;44184;2.57733
6041000000-6042000000;44440;2.7422
6042000000-6043000000;44596;2.71555
6043000000-6044000000;44560;2.78708
6044000000-6045000000;44148;2.74587
6045000000-6046000000;44337;2.64176
6046000000-6047000000;44267;2.8837
6047000000-6048000000;44181;2.84848
6048000000-6049000000;44462;2.57143
6049000000-6050000000;44264;2.58911
6050000000-6051000000;44461;2.81563
6051000000-6052000000;44298;2.76754
6052000000-6053000000;44529;3.38541
6053000000-6054000000;44333;2.88734
6054000000-6055000000;44341;2.70244
6055000000-6056000000;44387;2.60809
6056000000-6057000000;44257;2.75474
6057000000-6058000000;44573;2.85575
6058000000-6059000000;44609;2.66741
6059000000-6060000000;44414;2.6139
6060000000-6061000000;44467;2.79197
6061000000-6062000000;44642;2.91443
6062000000-6063000000;44302;2.67591
6063000000-6064000000;44435;3.71264
6064000000-6065000000;44355;3.50165
6065000000-6066000000;44483;2.7636
6066000000-6067000000;44622;3.24353
6067000000-6068000000;44505;2.76138
6068000000-6069000000;44235;2.80839
6069000000-6070000000;44338;2.92017
6070000000-6071000000;44373;2.80991
6071000000-6072000000;44310;2.80318
6072000000-6073000000;44417;2.78029
6073000000-6074000000;44386;2.65935
6074000000-6075000000;44503;3.0128
6075000000-6076000000;44482;2.72662
6076000000-6077000000;44196;2.66521
6077000000-6078000000;44323;2.6466
6078000000-6079000000;44324;2.64379
6079000000-6080000000;44444;2.80079
6080000000-6081000000;44194;2.87437
6081000000-6082000000;44554;2.66213
6082000000-6083000000;44363;2.5953
6083000000-6084000000;44479;2.71955
6084000000-6085000000;44443;2.65601
6085000000-6086000000;44483;2.68156
6086000000-6087000000;44285;2.56601
6087000000-6088000000;44441;2.72986
6088000000-6089000000;44401;2.74211
6089000000-6090000000;44309;2.66831
6090000000-6091000000;44557;2.79272
6091000000-6092000000;44430;2.61417
6092000000-6093000000;44280;3.38644
6093000000-6094000000;44305;3.0059
6094000000-6095000000;44395;2.67386
6095000000-6096000000;44433;2.63931
6096000000-6097000000;44344;2.7686
6097000000-6098000000;44333;3.21854
6098000000-6099000000;44589;3.0108
6099000000-6100000000;44527;2.74965
6100000000-6101000000;44317;2.65357
6101000000-6102000000;44252;2.74071
6102000000-6103000000;44230;2.67621
6103000000-6104000000;44323;2.63742
6104000000-6105000000;44454;2.64394
6105000000-6106000000;44628;3.56858
6106000000-6107000000;44083;3.30162
6107000000-6108000000;44399;3.93015
6108000000-6109000000;44535;4.23818
6109000000-6110000000;44164;4.11561
6110000000-6111000000;44499;3.98986
6111000000-6112000000;44227;3.14161
6112000000-6113000000;44390;3.50112
6113000000-6114000000;44325;4.15534
6114000000-6115000000;44459;3.25603
6115000000-6116000000;44364;3.51605
6116000000-6117000000;44225;4.37873
6117000000-6118000000;44527;3.93261
6118000000-6119000000;44387;3.2321
6119000000-6120000000;44318;3.94974
6120000000-6121000000;44541;4.13632
6121000000-6122000000;44247;3.3514
6122000000-6123000000;44359;3.96783
6123000000-6124000000;44527;3.8974
6124000000-6125000000;44910;3.39568
6125000000-6126000000;44432;3.11288
6126000000-6127000000;44630;2.73897
6127000000-6128000000;44491;2.81622
6128000000-6129000000;44231;3.67733
6129000000-6130000000;44450;3.67382
6130000000-6131000000;44383;2.81563
6131000000-6132000000;44461;2.78652
6132000000-6133000000;44585;2.82231
6133000000-6134000000;44263;2.79834
6134000000-6135000000;44393;2.90003
6135000000-6136000000;44355;2.99468
6136000000-6137000000;44351;3.60416
6137000000-6138000000;44242;2.92901
6138000000-6139000000;44297;3.6964
6139000000-6140000000;44281;4.02822
6140000000-6141000000;44359;4.06277
6141000000-6142000000;44373;4.2943
6142000000-6143000000;44549;4.1317
6143000000-6144000000;44620;3.73617
6144000000-6145000000;44408;3.75025
6145000000-6146000000;44083;3.88745
6146000000-6147000000;44101;4.29317
6147000000-6148000000;44504;2.98388
6148000000-6149000000;44519;4.38372
6149000000-6150000000;44386;2.82159
6150000000-6151000000;44317;3.92814
6151000000-6152000000;44191;4.16232
6152000000-6153000000;44559;3.94344
6153000000-6154000000;44348;4.77437
6154000000-6155000000;44262;3.78484
6155000000-6156000000;44235;4.18493
6156000000-6157000000;44306;3.24543
6157000000-6158000000;44334;3.65109
6158000000-6159000000;44386;3.0774
6159000000-6160000000;44401;4.15871
6160000000-6161000000;44333;3.09277
6161000000-6162000000;44598;4.10285
6162000000-6163000000;44532;3.52111
6163000000-6164000000;44381;3.64642
6164000000-6165000000;44266;3.9096
6165000000-6166000000;44183;3.82751
6166000000-6167000000;44524;3.49454
6167000000-6168000000;44172;3.99572
6168000000-6169000000;44321;3.76432
6169000000-6170000000;44366;3.32566
6170000000-6171000000;44283;3.47839
6171000000-6172000000;44310;3.67781
6172000000-6173000000;44651;3.29384
6173000000-6174000000;44215;3.46249
6174000000-6175000000;44465;2.76717
6175000000-6176000000;44117;2.84459
6176000000-6177000000;44462;3.08217
6177000000-6178000000;44399;3.76553
6178000000-6179000000;44456;4.06828
6179000000-6180000000;44536;2.99509
6180000000-6181000000;44298;2.9868
6181000000-6182000000;44317;3.26362
6182000000-6183000000;44262;3.22528
6183000000-6184000000;44314;3.04285
6184000000-6185000000;44354;3.68358
6185000000-6186000000;44363;3.5109
6186000000-6187000000;44400;3.49898
6187000000-6188000000;44232;3.35386
6188000000-6189000000;44149;3.22123
6189000000-6190000000;44728;3.29786
6190000000-6191000000;44364;4.02022
6191000000-6192000000;44427;3.1054
6192000000-6193000000;44368;4.63145
6193000000-6194000000;44318;3.08979
6194000000-6195000000;44613;3.65982
6195000000-6196000000;44329;3.48982
6196000000-6197000000;44389;3.57954
6197000000-6198000000;44340;3.55372
6198000000-6199000000;44638;3.01501
6199000000-6200000000;44364;2.91838
6200000000-6201000000;44278;3.64003
6201000000-6202000000;44390;3.4613
6202000000-6203000000;44263;3.54104
6203000000-6204000000;44374;4.18833
6204000000-6205000000;44329;4.10199
6205000000-6206000000;44266;4.16808
6206000000-6207000000;44420;3.23636
6207000000-6208000000;44124;4.25616
6208000000-6209000000;44580;4.64169
6209000000-6210000000;44314;3.42101
6210000000-6211000000;44353;3.70224
6211000000-6212000000;44517;4.06375
6212000000-6213000000;44399;3.14535
6213000000-6214000000;44185;2.53343
6214000000-6215000000;44132;2.51644
6215000000-6216000000;44425;2.53611
6216000000-6217000000;44184;2.50701
6217000000-6218000000;44252;2.51172
